DETAILED DATABASE

+--------+---------------------------+---------------------------+------+------+----------------------------------------------------------------------------------------------------------------------------------+---------+---------+---------+-------------+------------+------+------+----------+---------+---------+---------+-------------+------------+------+------+----------+---------+
|  ROLL  |            NAME           |        FATHER_NAME        | SEM1 | SEM2 |                                                             PENDING1                                                             | STATUS1 | SEM1_CO | SEM2_CO | PENDING1_CO | STATUS1_CO | SEM3 | SEM4 | PENDING2 | STATUS2 | SEM3_CO | SEM4_CO | PENDING2_CO | STATUS2_CO | SEM5 | SEM6 | PENDING3 | STATUS3 |
| 14335  |     PRAVESH SRIVASTAVA    |  RADHEY SHYAM SRIVASTAVA  | 813  | 771  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 763  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14336  |        RAGHAV SINGH       |      OM PRAKASH SINGH     | 837  | 787  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 801  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14337  |      RAHUL KANNOUJIA      |         SINGHASAN         | 693  | 712  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 791  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14338  |     RAJ SHEKHAR MISHRA    |   CHANDRA SHEKHAR MISHRA  | 799  | 806  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 840  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14339  |        RAJAT KUMAR        |      SHOOR VEER SINGH     | 711  | 699  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 723  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14340  |        RAJAT SHUKLA       |     BAL KRISHNA SHUKLA    | 857  | 854  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 841  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14341  |       SAKSHAM MISHRA      |     RAJIV KUMAR MISHRA    | 793  | 724  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 704  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14342  |   SANDEEP KUMAR CHANDRA   |      RAJENDRA PRASAD      | 617  | 711  |                                                               NONE                                                               |  PWG(5) |    -    |    -    |      -      |     -      | 713  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14343  |       SANDEEP PASWAN      |     RAM SANEHI PASWAN     | 601  | 612  |                                                             KAS203,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 583  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14344  |    SARVESH KUMAR YADAV    |      LAL PRATAP YADAV     | 728  | 762  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 833  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14345  |   SATYENDRA KUMAR GAUTAM  |        BALCHAND RAM       | 725  | 752  |                                                               NONE                                                               |  PWG(5) |    -    |    -    |      -      |     -      | 806  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14346  |      SHASHANK MISHRA      |     OM PRAKASH MISHRA     | 719  | 677  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 718  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14347  |       SHUBHAM SAXENA      |     NARESH BABU SAXENA    | 684  | 714  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 796  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14348  |       SHUBHAM SINGH       |         MAN SINGH         | 717  | 704  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 734  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14349  |        SHWETA HARSH       |         KHAN SINGH        | 723  | 686  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 707  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14350  |    SUBHAM KUMAR MAURYA    |       RAMJEET MAURYA      | 724  | 778  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 833  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14351  |        SURAJ DUBEY        |      RAMKRISHAN DUBEY     | 675  | 672  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 641  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14352  |       TARUN AGRAWAL       |    MANOJ KUMAR AGRAWAL    | 884  | 851  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 872  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14353  |         TUSHAR RAI        |     SANTOSH KUMAR RAI     | 801  | 822  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 834  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14354  |       UPENDRA SINGH       |      AMAR JEET SINGH      | 784  | 840  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 859  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14355  |      UTKARSH TRIPATHI     |  PRAKASH CHANDRA TRIPATHI | 662  | 583  |                                                     KAS203, KEE201, KME102,                                                      |  PCP(3) |    -    |    -    |      -      |     -      | 626  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14356  |      VIKAS PRABHAKER      |       SANJEEV KUMAR       | 690  | 701  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 740  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14357  |     VISHAL KUMAR RANA     |     VINAY KUMAR VERMA     | 809  | 769  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 783  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14358  |         YASH GUPTA        |       SURENDRA GUPTA      | 822  | 733  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 769  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14359  |       YOGESH SHARMA       |     ASHOK KUMAR SHARMA    | 784  | 704  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 715  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14401  |     ABHAY CHAND KUSHAL    |     RAM BHAWAN PRASAD     | 706  | 683  |                                                         KEE101, KME202,                                                          |  PCP(2) |    -    |    -    |      -      |     -      | 572  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14402  |      ABHISHEK BARNWAL     |     GHANSHYAM BARNWAL     | 610  | 652  |                                                         KEE101, KME202,                                                          |  PCP(2) |    -    |    -    |      -      |     -      | 634  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14403  |        AKASH SINGH        |      AJIT KUMAR SINGH     | 723  | 683  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 620  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14404  |      ANGAD PERSAD RAW     |      RAJESH PAL RAWAT     | 660  | 674  |                                                             KEE101,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 631  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14405  |      ANKITA CHAUDHARY     |     AMARNATH CHAUDHARY    | 819  | 840  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 779  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14406  |        ANUJA GUPTA        |     SHISHIR KANT GUPTA    | 838  | 821  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 830  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14407  |       AVINASH PATEL       |      ARUN KUMAR PATEL     | 711  | 674  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 633  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14408  |        AYUSH ARELA        |     KRISHNA KANT ARELA    | 830  | 810  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 795  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14409  |        AYUSH DUBEY        |        RAJIV SHARMA       | 709  | 760  |                                                             KEE101,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 668  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14410  |        AZIZURRAHMAN       |       MAKBOOL AHMAD       | 710  | 598  |                                                             KAS204,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 642  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14411  |    DHARMENDRA CHAUDHARY   |       NARAYAN SINGH       | 784  | 735  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 694  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14412  |         JAYA SNGH         |      DHANANJAY SINGH      | 857  | 779  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 849  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14413  |      JYOTI SRIVASTAVA     |  ASHISH KUMAR SRIVASTAVA  | 852  | 833  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 821  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14414  |       KHUSHBOO YADAV      |    KISHORE KUMAR YADAV    | 821  | 803  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 848  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14415  |       KUSHAL GANGWAR      |   SATISH CHANDRA GANGWAR  | 790  | 711  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 748  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14416  |        MANOJ KUMAR        |    SARDHA PRASAD GUPTA    | 759  | 708  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 697  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14417  |        MOHD MUFEED        |         ALI AHMAD         | 743  | 678  |                                                             KAS204,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 762  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14418  |        MOHIT TOMAR        |       SURENDRA TOMAR      | 714  | 622  |                                                         KAS204, KME202,                                                          |  PCP(2) |    -    |    -    |      -      |     -      | 685  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14419  |   NITIN KUMAR MAHESHWARI  |   KISHAN LAL MAHESHWARI   | 696  | 642  |                                                             KME202,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 673  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14420  |        PANKAJ GUPTA       |        MANOJ GUPTA        | 881  | 846  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 880  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14421  |     PANKAJ KESHARWANI     |     PRADEEP KESHARWANI    | 706  | 719  |                                                             KEE101,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 716  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14422  |        PIYUSH SINGH       |        BHARAT SINGH       | 658  | 630  |                                                         KEE101, KCS201,                                                          |  PCP(2) |    -    |    -    |      -      |     -      | 538  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14423  |      PUSHKAR AWASTHI      |    SANJAY KUMAR AWASTHI   | 647  | 596  |                                                             KAS204,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 607  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14424  |   RAHUL KUMAR CHATURVEDI  |   SHIV POOJAN CHATURVEDI  | 787  | 705  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 771  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14425  |      RAHUL KUMAR GOND     |     YOGESH KUMAR GOND     | 603  | 518  |                                                     KAS204, KEE101, KME202,                                                      |  PCP(3) |    -    |    -    |      -      |     -      | 519  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14426  |     RAHUL KUMAR SINGH     |        SANJAY SINGH       | 786  | 748  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 781  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14427  |       RATNESH KUMAR       |         VIDYA DHAR        | 659  | 664  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 619  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14428  |    RAVI NARAYAN MISHRA    |     RAMESH DUTT MISHRA    | 831  | 811  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 812  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14429  |       SACHIN RASTOGI      |        ANIL RASTOGI       | 832  | 766  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 762  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14430  |       SAGARIKA GUPTA      |   SHIVHARI PRASAD GUPTA   | 817  | 792  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 798  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14431  |       SAIF JAHANGIR       |             -             |  -   |  -1  |                                                                -                                                                 |         |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14432  |       SAKSHI AGARWAL      |      PRAVEEN AGARWAL      | 868  | 848  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 832  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14433  |         SANGHPRIY         |         CHANDRAPAL        | 618  | 642  |                                                         KAS204, KEE101,                                                          |  PCP(2) |    -    |    -    |      -      |     -      | 650  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14434  |       SANJEEV KUMAR       |         MUNNA RAM         | 698  | 662  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 672  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14435  |   SARVESH KUMAR UPADHYAY  |     TRIBHUWAN UPADHYAY    | 788  | 767  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 747  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14436  |      SHASHANK SINGHAL     |       ASHOK SINGHAL       | 722  | 772  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 684  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14437  |      SHUBHAM AGARWAL      |             -             |  -   |  -1  |                                                                -                                                                 |         |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14438  |       SHUBHAM GOYAL       |    VIRENDRA KUMAR GUPTA   | 732  | 717  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 714  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14439  |       SHUBHAM SINGH       |       SALEK CHANDRA       | 582  | 624  |                                                             KEE101,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 618  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14440  |      SIDDHARTH SHARMA     |       DINESH SHARMA       | 722  | 717  |                                                             KEE101,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 671  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14441  |        SOUMYA DUBEY       |    RAJENDRA KUMAR DUBEY   | 738  | 751  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 723  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14442  |    SURYA PRAKASH YADAV    |    HARISHCHANDRA YADAV    | 770  | 743  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 791  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14443  |       TEJASVI KUMAR       |         INDER SEN         | 824  | 773  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 779  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14444  |    UDDESH PRAKASH SINGH   |        BHARAT SINGH       | 576  | 563  |                                                     KAS204, KEE101, KME202,                                                      |  PCP(3) |    -    |    -    |      -      |     -      | 595  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14445  |       UTKARSH KUMAR       |   LATE SHUBHASH CHANDRA   | 590  | 579  |                                                     KAS204, KEE101, KME202,                                                      |  PCP(3) |    -    |    -    |      -      |     -      | 592  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14446  |        VIJAY SHARMA       |        SUNIL SHARMA       | 747  | 707  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 655  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14447  |          VIKRANT          |       RAJENDER SINGH      | 583  | 612  |                                                     KAS102, KEE101, KME202,                                                      |  PCP(3) |    -    |    -    |      -      |     -      | 626  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14448  |      VINAY CHATURVEDI     |        SURESH KUMAR       | 737  | 712  |                                                               NONE                                                               |  PWG(5) |    -    |    -    |      -      |     -      | 736  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14449  |        VISHAL GUPTA       |        SUDHIR GUPTA       | 609  | 590  |                                                         KEE101, KME202,                                                          |  PCP(2) |    -    |    -    |      -      |     -      | 615  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14450  |        VISHAL YADAV       |       GURUNAM SINGH       | 680  | 672  |                                                               NONE                                                               |  PWG(5) |    -    |    -    |      -      |     -      | 609  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14451  |     VISHANT CHAUDHARY     |    USHMENDRA CHAUDHARY    | 697  | 744  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 718  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14452  |        VIVEK SINGH        |             -             |  -   |  -1  |                                                                -                                                                 |         |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14453  |        VIVEK TIWARI       |       PRAMOD TIWARI       | 745  | 670  |                                                             KME202,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 653  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14454  |        VIVEK VERMA        |     UTTAM KUMAR VERMA     | 609  | 346  |                                     KAS201, KAS203, KAS204, KAS205, KEE101, KCS201, KME202,                                      |   FAIL  |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14455  |        DEEPAK KUMAR       |         GANESH SAH        | 682  | 647  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 535  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14456  |        VIKAS Kumar        |          AJAY PAL         | 671  | 603  |                                                     KAS204, KEE101, KME202,                                                      |  PCP(3) |    -    |    -    |      -      |     -      | 594  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14457  |             -             |             -             |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14458  |             -             |             -             |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14459  |             -             |             -             |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14501  |        AANCHAL DEV        |     LT COL KDS CHAUHAN    | 792  | 801  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 796  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14502  |      ABHISHEK PANDEY      |      RAJ KUMAR PANDEY     | 805  | 785  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 832  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14503  |      ABHISHEK RAJPUT      |     KHEMCHANDRA RAJPUT    | 672  | 732  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 722  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14504  |        AKASH RANJAN       |       LAL BACHAN RAM      | 728  | 665  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 788  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14505  |       AKHILESH KUMAR      |         RAM KISHUN        | 690  | 667  |                                                             KME202,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 708  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14506  |      AKHILESH MISHRA      |        UMESH MISHRA       | 714  | 672  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 770  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14507  |       AKHILESH YADAV      |       RAM NATH YADAV      | 759  | 697  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 801  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14508  |        AKSHAY GUPTA       |    KULDEEP KUMAR GUPTA    | 881  | 856  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 897  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14509  |        AKSHAY KUMAR       |        VINOD KUMAR        | 787  | 798  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 829  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14510  |        ANAND SINGH        |     AJEET KUMAR SINGH     | 793  | 739  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 768  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14511  |        ANKIT VERMA        |     VINOD KUMAR VERMA     | 885  | 833  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14512  |        ANKITA SINGH       |    UPENDRA PRATAP SINGH   | 839  | 782  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 809  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14513  |    ANUPAM PRATAP SINGH    |   MAHENDRA PRATAP SINGH   | 718  | 670  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 744  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14514  |    ASHISH KUMAR MAURYA    |    SATISH KUMAR MAURYA    | 728  | 709  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 742  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14515  |     AVNISH KUMAR SINGH    |       VIJAY PRAKASH       | 717  | 714  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 763  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14516  |     AYUSH KUMAR SINGH     |         RAM SINGH         | 789  | 790  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 829  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14517  |         BRAJ BALA         |     BHAGAT SINGH ARYA     | 826  | 759  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 780  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14518  |        DEEPAK KUMAR       |       MANNAN PRASAD       | 682  | 678  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 739  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14519  |        DEEPAK PATEL       |   RAJENDRA PRASAD PATEL   | 674  | 688  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 734  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14520  |       GAURAV CHANDRA      |       SURESH CHANDRA      | 568  | 667  |                                                     KAS103, KEE101, KME202,                                                      |  PCP(3) |    -    |    -    |      -      |     -      | 614  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14521  |    GAURAV SINGH CHAUHAN   |   SUBHASH SINGH CHAUHAN   | 783  | 725  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 755  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14522  |           HARSH           |   JAGDISH PRASAD RATHAUR  | 526  | 310  |                         KAS102, KAS203, KAS204, KAS205, KEE101, KME202, KAS254, KCE251, KCS251, KME252,                          |   INC   |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
